date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:50	46/46	---MCZ	200	added ('OK')	text/plain	etag:W/%2264cb9626-1a%22	https://demo.bootstrapdash.com/robots.txt		(from )
15:17:50	58049/58049	---M-Z	200	added ('OK')	text/html	etag:%22e2c1-5fa25063dca40-gzip%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/index.html	(from )
15:17:51	163361/163361	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a18-27e21%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/mdi/css/materialdesignicons.min.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/mdi/css/materialdesignicons.min.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:51	33818/33818	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a18-841a%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/flag-icon-css/css/flag-icon.min.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/flag-icon-css/css/flag-icon.min.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:51	2598/2598	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a18-a26%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/css/vendor.bundle.base.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/css/vendor.bundle.base.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:52	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a18-7918%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/font-awesome/css/font-awesome.min.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/font-awesome/css/font-awesome.min.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:52	15731/15731	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a18-3d73%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/vendors/bootstrap-datepicker/bootstrap-datepicker.min.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:52	2061/2061	---M--	200	added ('OK')	image/png	etag:%2263cc1ac0-80d%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/favicon.png	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/favicon.png	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:53	813425/813425	---MCZ	200	added ('OK')	text/css	etag:W/%2263cc2a17-c6971%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/css/demo_2/style.css	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/css/demo_2/style.css	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:53	58049/58049	---MCZ	200	added ('OK')	text/html	etag:W/%2264479121-e2c1%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/index.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/index-2.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:53	2701/2701	---M--	200	added ('OK')	image/png	etag:%2263cc1ac0-a8d%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face28.png	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face28.png	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:53	11728/11728	---M--	200	added ('OK')	image/jpeg	etag:%2263cc1ac0-2dd0%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face4.jpg	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face4.jpg	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:53	13360/13360	---M--	200	added ('OK')	image/jpeg	etag:%2263cc1ac0-3430%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face2.jpg	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face2.jpg	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:54	15550/15550	---M--	200	added ('OK')	image/jpeg	etag:%2263cc1ac0-3cbe%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face3.jpg	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/assets/images/faces/face3.jpg	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:54	57597/57597	---MCZ	200	added ('OK')	text/html	etag:W/%226447918e-e0fd%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/boxed-layout.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/boxed-layout.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:54	58679/58679	---MCZ	200	added ('OK')	text/html	etag:W/%226447918c-e537%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/rtl-layout.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/rtl-layout.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:55	57596/57596	---MCZ	200	added ('OK')	text/html	etag:W/%226447918c-e0fc%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/compact-menu.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/compact-menu.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:55	57601/57601	---MCZ	200	added ('OK')	text/html	etag:W/%226447918c-e101%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-collapsed.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-collapsed.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:55	57621/57621	---MCZ	200	added ('OK')	text/html	etag:W/%226447918d-e115%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-hidden.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-hidden.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:55	57615/57615	---MCZ	200	added ('OK')	text/html	etag:W/%226447918d-e10f%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-hidden-overlay.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-hidden-overlay.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:56	57597/57597	---MCZ	200	added ('OK')	text/html	etag:W/%226447918d-e0fd%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-fixed.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/layout/sidebar-fixed.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:56	80251/80251	---MCZ	200	added ('OK')	text/html	etag:W/%2264479195-1397b%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/samples/widgets.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/samples/widgets.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:56	60729/60729	---MCZ	200	added ('OK')	text/html	etag:W/%2264479185-ed39%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/accordions.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/accordions.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:56	64119/64119	---MCZ	200	added ('OK')	text/html	etag:W/%2264479184-fa77%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/buttons.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/buttons.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:57	57314/57314	---MCZ	200	added ('OK')	text/html	etag:W/%2264479184-dfe2%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/badges.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/badges.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:57	50232/50232	---MCZ	200	added ('OK')	text/html	etag:W/%2264479186-c438%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/breadcrumbs.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/breadcrumbs.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:57	82548/82548	---MCZ	200	added ('OK')	text/html	etag:W/%226447918a-14274%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/dropdowns.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/dropdowns.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:57	49654/49654	---MCZ	200	added ('OK')	text/html	etag:W/%2264479188-c1f6%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/modals.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/modals.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:58	51797/51797	---MCZ	200	added ('OK')	text/html	etag:W/%2264479184-ca55%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/progress.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/progress.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:58	47634/47634	---MCZ	200	added ('OK')	text/html	etag:W/%2264479184-ba12%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/pagination.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/pagination.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:58	63603/63603	---MCZ	200	added ('OK')	text/html	etag:W/%2264479185-f873%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/tabs.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/tabs.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:58	55879/55879	---MCZ	200	added ('OK')	text/html	etag:W/%2264479188-da47%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/typography.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/typography.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:59	46933/46933	---MCZ	200	added ('OK')	text/html	etag:W/%2264479189-b755%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/tooltips.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/tooltips.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:59	56211/56211	---MCZ	200	added ('OK')	text/html	etag:W/%2264479186-db93%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/dragula.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/dragula.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
15:17:59	41568/41568	---MCZ	200	added ('OK')	text/html	etag:W/%2264479187-a260%22	https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/clipboard.html	D:/Code/DACN_QLYDETAI/template/dark/dark/demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/pages/ui-features/clipboard.html	(from https://demo.bootstrapdash.com/connect-plus/jquery/template/demo_2/)
